final_text,sentiment
small cafe right front one iconic heritage site jaipur hawamahl give perfect view highly recommended photo shoot place,0
please shut business not serve better food not ordering food free cost paying please provide good hygiene food worst experience never order also share worst experience others,1
worst not order,1
first experience pretty decent decor star good smiling service staff otherwise frozen snack served freshly fried live singer belief make prefect extremely loud sync speaker really fail understand high rating place,1
worst experience staff money minting machine ppl come view pay extra premium nothing special pls avoid cost,1
im frequent visitor place family dinner service good ambience decent nice place vegetarian food thing improve portion size portion size not enough bit pricy compared portion fine,0
best place click good picture hawamahal food not good able spend good quality time best visit cafe evening hour pm,0
excellent food excellent service food good price also fair food quality place clean neat,0
nice ingredient used wonderful food affordable tasty well taste simply delightful delectable cannot get enough,0
food overrated ambience service good foreigner local guest wont pleased taste overall average experience,1
bt paneer le bt overall everything good,0
place strives hard give grand heritage look feel decor ambiance sadly not impress feel like replica real really bother food serve rate whats served fresh made using right ingredient not tasty chicken malai tikkawhich soft tender n bland know malai tikka not bold flavour still mild spice like cardamom pepper mace nutmeg missing cheese make little salty add texture one get,1
food quality not upto markonly seek kabab chicken tikka good,1
taste not good,1
definitely extensive menu alot deliciousness filled personal favorite place double,0
amazing place good food affordable price good quantity,0
great place family visit ambience soothing quiet small space tastefully done taste ofcourse flow food well ordered dosa platter super sufficient two people lip smacking different kind chutney served keeping authentic touch banana leaf really nice well staff courteous served rashid attentive need must repeat visit sure,0
shibu helpful nice person food tasted good great time helping staff good ambience would recommend handi chicken,0
amazing place excellent food galouti kabab best ever keema paav butter chicken also really good many option mocktails desert make wonderful experience overall five star ambience highly recommend,0
bati not tasty,1
awesome rooftop thereservice food exellet vratiy coktail exellet recently vistit plece locktict ban park comtable siting good view looking,0
time quick delivery,0
get authentic rajasthani experience affordable price game included package dont need pay extra magic show dance bajre ke roti sarso ka sag pretty amazing camel ride free coming food serve authentic rajasthani food dal baati gatta curry lasun ki chutney jalebi many pretty delicious also serve love smile overall family experience good worth time price,0
veg nawabi le vegetable gravy roti soggy,1
food delicious good service shoaib,0
asked green mint chutney restaurant didnt send,1
bad taste,1
food delicious enjoyed dining soaib also awesome ambiance also good,0
love food mabar singh take care every recccomend place anyone looking good food must visit jaipur,0
stumbled upon restaurant recently im glad food not delicious also incredibly affordable delivery fast flavor always point wont disappointed,0
typical indian taste bud like spicy tangy food definitely not place visiti found food bland cake also average tried carrot cake apparently best eggless cake dont expect service,1
place definitely find happiness flavour,0
nice served guy named really nice wholeit nice great experience,0
nice food well cookedmr sibu polite tried keema meat tasty flavor point ambience also good comfortable overall nic experience,0
